Type,Instance,Name,PresentValue,Override,Description
Analog Input,1,Facility Outdoor Air Temperature,77.01798 °F,,
Analog Input,2,Facility Outdoor Air Humidity,85.28802 %,,
Binary Input,225,Diagnostic Present: Information|vav-27,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,226,Diagnostic Present: Service Required|vav-27,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,227,Air Valve Control Action Active|vav-28,[1] Cooling,,"[0]=Heating, [1]=Cooling"
Binary Input,228,Air Valve Position Control|vav-28,[1] position control / pressure dependent,,"[0]=pressure independent control, [1]=position control / pressure dependent"
Binary Input,229,Timed Override Timer Is Active|vav-28,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,230,Diagnostic Present|vav-28,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,231,Diagnostic Present: Advisory|vav-28,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,232,Diagnostic Present: Critical|vav-28,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,233,Diagnostic Present: Information|vav-28,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,234,Diagnostic Present: Service Required|vav-28,[0] Normal,,"[0]=Normal, [1]=In Alarm"
Binary Input,235,economizeEnabled|APEC Classrooms Area-1,[0] Disable,,"[0]=Disable, [1]=Enable"
Binary Input,236,timedOverrideActive|APEC Classrooms Area-1,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,237,diagCalculation|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,238,diagHeatCoolRequestFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,239,diagUnoccHeatCoolFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,240,diagOptimalStartStopFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,241,diagTimedOverrideFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,242,diagBinaryControlFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,243,diagEconomizingFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,244,diagNightPurgeFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,245,diagUnoccDehumidifyFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,246,diagHumidityPullDownFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,247,diagUnoccHumidifyFunc|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,248,diagnosticAlarmPresent|APEC Classrooms Area-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,249,economizeEnabled|APEC Offices Area-2,[0] Disable,,"[0]=Disable, [1]=Enable"
Binary Input,250,timedOverrideActive|APEC Offices Area-2,[0] Inactive,,"[0]=Inactive, [1]=Active"
Binary Input,251,diagCalculation|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,252,diagHeatCoolRequestFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,253,diagUnoccHeatCoolFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,254,diagOptimalStartStopFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,255,diagTimedOverrideFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,256,diagBinaryControlFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,257,diagEconomizingFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,258,diagNightPurgeFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,259,diagUnoccDehumidifyFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,260,diagHumidityPullDownFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,261,diagUnoccHumidifyFunc|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,262,diagnosticAlarmPresent|APEC Offices Area-2,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,263,changeoverEnable|VPEC AHU-1E VAS-1,[0] Disabled,,"[0]=Disabled, [1]=Enabled"
Binary Input,264,diagVasInUnknownMode|VPEC AHU-1E VAS-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,265,diagVasUnableToDriveMax|VPEC AHU-1E VAS-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,266,diagVasSourceTempFailure|VPEC AHU-1E VAS-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,267,diagVasSystemFailure|VPEC AHU-1E VAS-1,[0] Normal,,"[0]=Normal, [1]=Alarm"
Binary Input,268,PEC Radiant Panels,[1] Locked Out,,"Note Polarity is Reversed On This Point: [0]=Active, [1]=Locked Out"
Binary Input,269,AHU-1E TOV Timer Is Active,[0] Off,,"[0]=Off, [1]=On"
Binary Input,272,Occupancy Input|vav-13,[0] Occupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,273,Occupancy Input|vav-18,[1] Unoccupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,274,Occupancy Input|vav-2,[0] Occupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Input,275,Occupancy Input|vav-5,[0] Occupied,,"[0]=Occupied, [1]=Unoccupied"
Binary Output,1,Air Valve Control Action BAS|vav-1,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,2,Heat Lockout Command|vav-1,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,3,Supply Fan Lockout Command|vav-1,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,4,Air Valve Control Action BAS|vav-2,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,5,Heat Lockout Command|vav-2,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,6,Supply Fan Lockout Command|vav-2,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,7,Air Valve Control Action BAS|vav-3,[1] Cooling,—,"[0]=Heating, [1]=Cooling"
Binary Output,8,Heat Lockout Command|vav-3,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,9,Supply Fan Lockout Command|vav-3,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,10,Air Valve Control Action BAS|vav-4,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,11,Heat Lockout Command|vav-4,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,12,Air Valve Control Action BAS|vav-5,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,13,Heat Lockout Command|vav-5,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,14,Air Valve Control Action BAS|vav-6,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,15,Heat Lockout Command|vav-6,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,16,Supply Fan Lockout Command|vav-6,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,17,Air Valve Control Action BAS|vav-7,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,18,Heat Lockout Command|vav-7,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,19,Supply Fan Lockout Command|vav-7,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,20,Air Valve Control Action BAS|vav-8,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,21,Heat Lockout Command|vav-8,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,22,Supply Fan Lockout Command|vav-8,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,23,Air Valve Control Action BAS|vav-9,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,24,Heat Lockout Command|vav-9,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,25,Supply Fan Lockout Command|vav-9,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,26,Air Valve Control Action BAS|vav-10,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,27,Heat Lockout Command|vav-10,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,28,Supply Fan Lockout Command|vav-10,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,29,Air Valve Control Action BAS|vav-11,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,30,Heat Lockout Command|vav-11,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,31,Supply Fan Lockout Command|vav-11,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,32,Air Valve Control Action BAS|vav-12,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,33,Heat Lockout Command|vav-12,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,34,Supply Fan Lockout Command|vav-12,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,35,Air Valve Control Action BAS|vav-13,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,36,Heat Lockout Command|vav-13,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,37,Air Valve Control Action BAS|vav-14,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,38,Heat Lockout Command|vav-14,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,39,Air Valve Control Action BAS|vav-15,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,40,Heat Lockout Command|vav-15,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,41,Supply Fan Lockout Command|vav-15,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,42,Air Valve Control Action BAS|vav-16,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,43,Heat Lockout Command|vav-16,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,44,Air Valve Control Action BAS|vav-17,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,45,Heat Lockout Command|vav-17,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,46,Supply Fan Lockout Command|vav-17,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,47,Air Valve Control Action BAS|vav-18,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,48,Heat Lockout Command|vav-18,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,49,Supply Fan Lockout Command|vav-18,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,50,Air Valve Control Action BAS|vav-19,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,51,Heat Lockout Command|vav-19,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,52,Air Valve Control Action BAS|vav-20,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,53,Heat Lockout Command|vav-20,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,54,Air Valve Control Action BAS|vav-21,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,55,Heat Lockout Command|vav-21,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,56,Supply Fan Lockout Command|vav-21,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,57,Air Valve Control Action BAS|vav-22,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,58,Heat Lockout Command|vav-22,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,59,Air Valve Control Action BAS|vav-23,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,60,Heat Lockout Command|vav-23,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,61,Supply Fan Lockout Command|vav-23,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,62,Air Valve Control Action BAS|vav-24,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,63,Heat Lockout Command|vav-24,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,64,Supply Fan Lockout Command|vav-24,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,65,Air Valve Control Action BAS|vav-25,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,66,Heat Lockout Command|vav-25,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,67,Supply Fan Lockout Command|vav-25,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,68,Air Valve Control Action BAS|vav-26,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,69,Heat Lockout Command|vav-26,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,70,Supply Fan Lockout Command|vav-26,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,71,Air Valve Control Action BAS|vav-27,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,72,Heat Lockout Command|vav-27,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,73,Supply Fan Lockout Command|vav-27,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,74,Air Valve Control Action BAS|vav-28,[1] Cooling (OutOfService),—,"[0]=Heating, [1]=Cooling"
Binary Output,75,Heat Lockout Command|vav-28,[0] Normal (OutOfService),—,"[0]=Normal, [1]=Locked out"
Binary Output,76,Supply Fan Lockout Command|vav-28,[1] Locked out,[1] Locked out at Level 16: Lowest,"[0]=Normal, [1]=Locked out"
Binary Output,77,nightEconomize|APEC Classrooms Area-1,[0] disabled,—,"[0]=disabled, [1]=enabled"
Binary Output,78,remoteEconomizeControl|APEC Classrooms Area-1,[0] disabled,—,"[0]=disabled, [1]=enabled"
Binary Output,79,nightEconomize|APEC Offices Area-2,[0] disabled,—,"[0]=disabled, [1]=enabled"
Binary Output,80,remoteEconomizeControl|APEC Offices Area-2,[0] disabled,—,"[0]=disabled, [1]=enabled"
Binary Output,81,calibrateInitiate|VPEC AHU-1E VAS-1,[0] Normal,[0] Normal at Level 16: Lowest,"[0]=Normal, [1]=Recalibrate"
Binary Output,82,Exhaust Fan 2E Request BAS,[1] On,[1] On at Level 12: Unspecified,"[0]=Off, [1]=On"
Binary Output,83,Supply Fan Lockout Command|vav-13,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,84,Supply Fan Lockout Command|vav-14,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,85,Supply Fan Lockout Command|vav-16,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,86,Supply Fan Lockout Command|vav-19,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,87,Supply Fan Lockout Command|vav-20,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,88,Supply Fan Lockout Command|vav-22,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,89,Supply Fan Lockout Command|vav-4,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Output,90,Supply Fan Lockout Command|vav-5,[0] Normal,—,"[0]=Normal, [1]=Locked out"
Binary Value,1,OA Disch Reset Request Into SC102,[0] Off,[0] Off at Level 16: Lowest,"[0]=Off, [1]=On"
Binary Value,2,PEC Radiant Panels From SC104,[1] Lockout,[1] Lockout at Level 16: Lowest,"[0]=Active, [1]=Lockout"
Binary Value,3,SC012 Pager Test,[0] Go Fishing,—,"[0]=Go Fishing, [1]=Go Hunting"
Binary Value,4,Demand Limit Stage-1 Call,[0] Off,[0] Off at Level 9: Unspecified,"[0]=Off, [1]=On"
Binary Value,5,Demand Limit Stage-2 Call,[0] Off,[0] Off at Level 9: Unspecified,"[0]=Off, [1]=On"
Binary Value,6,Demand Limit Stage-3 Call,[0] Off,[0] Off at Level 9: Unspecified,"[0]=Off, [1]=On"
Binary Value,7,Calibrate VAVs AHU-1E,[0] Normal,—,"[0]=Normal, [1]=Calibrate"
Binary Value,8,Demand Call-1 Timing Down,[0] Off,[0] Off at Level 9: Unspecified,"[0]=Off, [1]=On"
Binary Value,9,Demand Call-2 Timing Down,[0] Off,[0] Off at Level 9: Unspecified,"[0]=Off, [1]=On"
Binary Value,10,Demand Call-3 Timing Down,[0] Off,[0] Off at Level 9: Unspecified,"[0]=Off, [1]=On"
Binary Value,11,Diagnostic LLRC Master Meter Failed,[0] Normal,[0] Normal at Level 9: Unspecified,"[0]=Normal, [1]=In Alarm"
Binary Value,12,Diagnostic LLRC Slave Meter Failed,[0] Normal,[0] Normal at Level 9: Unspecified,"[0]=Normal, [1]=In Alarm"
Binary Value,13,Diagnostic Fieldhouse Meter Failed,[1] In Alarm (InAlarm),[1] In Alarm at Level 9: Unspecified,"[0]=Normal, [1]=In Alarm"
Binary Value,14,Standby Mode Disabled,[0] Auto,—,"[0]=Auto, [1]=Locked Out"
Multi State Input,1,Communication Status|dac-1,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,2,Communication Status|ahu-1,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,3,Communication Status|vav-1,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,4,Heat Cool Mode Status|vav-1,[2] Heat,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,5,Occupancy Status|vav-1,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,6,Secondary Communication Status|vav-1,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,7,Timed Override Status|vav-1,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,8,Communication Status|vav-2,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,9,Heat Cool Mode Status|vav-2,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,10,Occupancy Status|vav-2,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,11,Secondary Communication Status|vav-2,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,12,Timed Override Status|vav-2,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,13,Communication Status|vav-3,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,14,Heat Cool Mode Status|vav-3,[2] Heat,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,15,Occupancy Status|vav-3,[4] Occupied Standby (OutOfService),,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,16,Secondary Communication Status|vav-3,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,17,Timed Override Status|vav-3,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,18,Communication Status|vav-4,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,19,Heat Cool Mode Status|vav-4,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,20,Occupancy Status|vav-4,[4] Occupied Standby,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,21,Secondary Communication Status|vav-4,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,22,Timed Override Status|vav-4,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,23,Communication Status|vav-5,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,24,Heat Cool Mode Status|vav-5,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,25,Occupancy Status|vav-5,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,26,Secondary Communication Status|vav-5,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,27,Timed Override Status|vav-5,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,28,Communication Status|vav-6,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,29,Heat Cool Mode Status|vav-6,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,30,Occupancy Status|vav-6,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,31,Secondary Communication Status|vav-6,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,32,Timed Override Status|vav-6,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,33,Communication Status|vav-7,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,34,Heat Cool Mode Status|vav-7,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,35,Occupancy Status|vav-7,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,36,Secondary Communication Status|vav-7,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,37,Timed Override Status|vav-7,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,38,Communication Status|vav-8,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,39,Heat Cool Mode Status|vav-8,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,40,Occupancy Status|vav-8,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,41,Secondary Communication Status|vav-8,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,42,Timed Override Status|vav-8,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,43,Communication Status|vav-9,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,44,Heat Cool Mode Status|vav-9,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,45,Occupancy Status|vav-9,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,46,Secondary Communication Status|vav-9,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,47,Timed Override Status|vav-9,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,48,Communication Status|vav-10,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,49,Heat Cool Mode Status|vav-10,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
